Property Zip Code,Owner Type,Owner State,Homestead,Homestead Percent,HomeSEV,Land Value,Land Improvements Value,Residential Building Value,Residential Building Style,Commercial Building Value,Building Storeys,Parcel Acres,Rental,Use Type,Prop Class,Old Prop class,Year Built,USPS Vacancy,Zoning,Future Landuse,DRAFT Zone,Housing Condition 2012,Housing Condition 2014,Commercial Condition 2013,Latitude,Longitude,Hydrant Type,Ward,PRECINCT,CENTRACT,CENBLOCK,SL_Type,SL_Type2,Ed_July,Ed_March,Last_Test,Max_Lead,Med_Lead,Num_Tests,Res_Test,Sen_Test,SL_private_inspection,B_median_age_all_women,B_median_age_all_men,B_median_age_all,B_median_age_all_women_white,B_median_age_all_men_white,B_median_age_all_white,B_median_age_all_women_black,B_median_age_all_men_black,B_median_age_all_black,B_total_black_pop,B_total_white_pop,B_married_couples,B_single_women,B_married_couples_white,B_single_women_white,B_married_couples_black,B_single_women_black,B_married_couples_w_children,B_single_mothers_w_children,B_households_w_elderly,B_househod_no_elderly,B_aggregate_income,B_speak_spanish,B_speak_only_english,B_no_english,B_hispanic_household,B_imputed_rent,B_imputed_value,sl_private_type,sl_public_type
48503.0,Private,MI,Yes,100.0,0,7413,0,73925,ONE STORY,0.0,0,0.171,No,Residential,RI,RI,1948,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.999632,-83.72793899999998,Other,8,48,3600,4,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,28.1,33.6,31.6,34.7,35.1,34.8,25.4,-1.0,25.9,318,873,126,167,126,84,0,73,33,146,100,492,27821300.0,0,1038,0,16.0,99.0,435.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,7400,750,0,50670,TWO STORY,0.0,0,0.115,Yes,Residential,RI,RI,1917,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.03225399999999,-83.717506,Other,5,35,900,5,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,47.3,36.2,42.5,-1.0,43.4,43.8,47.1,32.7,36.8,369,31,59,21,18,0,41,21,9,21,90,130,2240400.0,0,310,0,18.0,242.0,195.0,COPPER,LEAD
48503.0,Private,MI,Yes,100.0,16300,16835,366,13234,TWO STORY,0.0,0,0.11900000000000001,No,Residential,RI,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.009993,-83.727113,T.C.,6,38,1600,5,1,0,0.0,0.0,JAN2016,0.0,0.0,1.0,1.0,0.0,None,42.9,44.9,44.8,54.7,55.3,55.0,51.1,44.5,45.0,279,302,135,35,63,15,72,0,65,17,76,307,6076400.0,37,344,0,18.0,152.0,234.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,0,9500,0,15129,ONE STORY,0.0,0,0.115,Yes,Residential,RI,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.037324,-83.637199,T.C.,4,25,2700,2,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,35.2,40.4,36.0,40.3,36.0,36.9,10.5,54.1,32.3,221,772,180,79,146,56,11,23,114,78,127,303,17258300.0,0,702,0,27.0,21.0,324.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,13800,14625,0,11142,ONE STORY,0.0,0,0.10300000000000001,No,Residential,RI,RI,1956,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.010233899999996,-83.72873799999998,A.D.,6,38,1600,5,1,0,0.0,0.0,MAY2016,0.0,0.0,2.0,1.0,0.0,None,42.9,44.9,44.8,54.7,55.3,55.0,51.1,44.5,45.0,279,302,135,35,63,15,72,0,65,17,76,307,6076400.0,37,344,0,18.0,152.0,234.0,GALVANIZED,LEAD
48504.0,Private,MI,Yes,100.0,0,900,0,46861,ONE STORY,0.0,0,0.115,Yes,Residential,RI,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.058473,-83.730796,A.D.,2,8,500,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.2,34.9,35.0,-1.0,-1.0,-1.0,37.2,34.8,34.9,763,13,94,35,7,0,87,35,57,30,115,138,,0,439,0,7.0,65.0,221.0,COPPER,COPPER
48503.0,Private,MI,No,0.0,0,438,289,27671,ONE STORY,0.0,0,0.11,Yes,Residential,RI,RI,1918,N,B,Green Neighborhood,GN-1,Fair,Good, ,42.997802,-83.67672499999998,Other,9,55,3800,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.8,28.9,29.5,30.6,33.8,31.0,22.4,1.8,22.1,291,827,61,210,51,116,10,70,20,158,125,334,6230100.0,34,622,0,33.0,185.0,105.0,GALVANIZED,LEAD
48503.0,Private,MI,No,0.0,0,1281,0,33285,TWO STORY,0.0,0,0.121,Yes,Residential,RI,RI,1927,Y,B,Green Neighborhood,GN-1,Fair,Good, ,43.004313,-83.671625,Other,7,46,3200,4,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,Galvanized,39.7,36.0,39.6,80.5,63.2,63.3,47.0,45.4,45.4,473,22,12,66,0,0,12,58,12,18,46,183,,0,276,0,1.0,128.0,113.0,COPPER,LEAD
48507.0,Private,MI,No,0.0,0,3308,0,44232,ONE STORY,0.0,0,0.195,No,Residential,RI,RI,1956,N,B,Traditional Neighborhood,TN-2,Good,Good, ,42.9872302,-83.6807315,Mueller,9,60,3500,1,1,0,0.0,0.0,JAN2016,16.0,0.0,1.0,1.0,0.0,None,36.7,36.2,36.5,40.8,40.6,40.7,16.0,26.4,26.2,230,944,128,72,128,37,0,35,27,64,100,393,21564600.0,26,867,0,27.0,112.0,274.0,COPPER,COPPER
48503.0,Private,MI,No,0.0,0,5039,0,60043,ONE STORY,0.0,0,0.11,No,Residential,RI,RI,1949,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.997694,-83.73262690000001,A.D.,8,50,3600,4,1,0,0.0,0.0,MAR2016,0.0,0.0,9.0,1.0,1.0,Copper,28.1,33.6,31.6,34.7,35.1,34.8,25.4,-1.0,25.9,318,873,126,167,126,84,0,73,33,146,100,492,27821300.0,0,1038,0,16.0,99.0,435.0,COPPER,COPPER
48505.0,Private,TX,No,0.0,0,626,0,25381,ONE STORY,0.0,0,0.1,No,Residential,RI,RI,1955,N,A2,Green Neighborhood,GN-1,Good,Good, ,43.0695761,-83.7106063,A.D.,1,2,200,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,46.7,40.0,41.3,-1.0,-1.0,-1.0,44.2,40.0,41.0,392,0,21,59,0,0,21,59,0,51,94,65,-1.0,0,169,0,3.0,85.0,137.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,4300,414,2651,5543,TWO STORY,0.0,0,0.11900000000000001,No,Residential,RI,RI,1923,N,B,Green Neighborhood,GN-1,Fair,Structurally Deficient, ,43.050565,-83.689206,A.D.,3,15,2000,2,10,0,0.0,0.0,APR2016,4.0,0.0,1.0,1.0,0.0,None,40.4,40.6,40.5,-1.0,-1.0,-1.0,40.4,40.6,40.5,547,2,35,64,0,0,35,64,0,0,61,116,-1.0,0,250,0,2.0,109.0,97.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,3200,658,0,17679,TWO STORY,0.0,0,0.154,No,Residential,RI,RI,0,N,B,Mixed Residential,MR-1,Poor,Fair, ,42.997076,-83.674973,Dar,9,60,3300,1,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,39.1,35.8,38.6,46.3,52.1,49.1,36.9,35.8,36.2,869,399,278,82,112,12,148,28,105,78,139,485,8758900.0,6,923,0,22.0,161.0,335.0,GALVANIZED,LEAD
48505.0,Private,MI,Yes,100.0,15400,762,0,29951,TWO STORY,0.0,0,0.156,No,Residential,RI,RI,1924,N,B,Green Neighborhood,GN-1,Good,Good, ,43.047115999999995,-83.69704,A.D.,3,18,800,1,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,32.3,52.2,38.1,2.0,-1.0,19.3,47.1,52.2,47.5,501,51,83,79,0,22,83,57,15,62,105,146,,0,385,0,7.0,221.0,209.0,GALVANIZED,LEAD
48507.0,Private,MI,Yes,100.0,10100,1060,0,79640,CAPECOD,0.0,0,0.16399999999999998,No,Residential,RI,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.996831,-83.6888,Dar,9,55,4000,1,1,0,0.0,0.0,JAN2016,1.0,0.0,1.0,1.0,0.0,None,36.4,30.0,36.1,39.3,30.0,36.7,15.2,46.7,27.5,124,743,96,77,86,49,10,28,45,66,70,237,8713300.0,0,537,0,41.0,185.0,263.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,9000,1253,0,52963,ONE STORY,0.0,0,0.139,No,Residential,RI,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.056188,-83.73195899999997,T.C.,2,8,500,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.2,34.9,35.0,-1.0,-1.0,-1.0,37.2,34.8,34.9,763,13,94,35,7,0,87,35,57,30,115,138,,0,439,0,7.0,65.0,221.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,0,750,0,49210,TWO STORY,0.0,0,0.115,Yes,Residential,RI,RI,1916,N,A2,Green Neighborhood,GN-1,Fair,Poor, ,43.033454,-83.70629699999998,T.C.,5,27,1000,4,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,51.2,33.6,36.5,-1.0,-1.0,-1.0,51.3,36.8,37.9,820,8,123,82,0,0,123,76,0,34,176,145,-1.0,23,342,0,16.0,249.0,232.0,GALVANIZED,LEAD
48506.0,Private,MI,Yes,100.0,10400,940,0,97984,ONE STORY,0.0,0,0.111,No,Residential,RI,RI,1971,N,A2,Traditional Neighborhood,TN-2,Good,Poor, ,43.030035999999996,-83.661079,Other,4,44,2600,5,5,0,0.0,0.0,APR2016,6.0,0.0,1.0,1.0,0.0,None,41.7,43.6,43.3,43.7,48.0,47.6,20.5,11.9,15.3,103,427,54,25,54,15,0,10,25,37,89,232,7730600.0,74,539,0,26.0,97.0,282.0,COPPER,LEAD
48503.0,Private,MI,Yes,100.0,39300,26143,450,176193,TWO STORY,0.0,0,0.155,No,Residential,RI,RI,1932,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.01537800000001,-83.66825299999998,T.C.,7,42,3000,3,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,44.8,36.4,37.9,50.7,48.1,48.5,11.0,33.5,21.4,372,1101,233,129,196,71,24,58,102,99,283,493,33941100.0,9,972,0,24.0,85.0,195.0,COPPER,LEAD
48505.0,Private,MI,Yes,100.0,5800,415,0,20807,ONE STORY,0.0,0,0.099,No,Residential,RI,RI,0,N,B,Green Neighborhood,GN-1,Good,Good, ,43.043701,-83.69955399999998,T.C.,3,18,1100,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.2,37.5,37.3,-1.0,17.7,17.7,37.2,37.5,37.4,299,7,20,22,0,0,20,22,25,29,40,79,-1.0,0,217,0,5.0,136.0,132.0,GALVANIZED,LEAD
48506.0,Private,MI,Yes,100.0,9400,1268,0,90980,CAPECOD,0.0,0,0.149,No,Residential,RI,RI,1947,N,A2,Green Neighborhood,GN-1,Good,Good, ,43.029228,-83.66430600000002,Dar,4,44,2600,4,5,0,0.0,0.0,MAR2016,4.0,0.0,1.0,1.0,0.0,Copper,23.2,46.0,38.2,50.6,49.0,50.5,6.9,32.1,23.5,146,240,79,0,79,0,0,0,29,22,63,156,4527200.0,10,301,0,36.0,133.0,143.0,COPPER,LEAD
48532.0,Private,MI,Yes,100.0,12900,5947,0,108543,ONE STORY,0.0,0,0.139,No,Residential,RI,RI,1963,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.0088859,-83.737636,T.C.,6,38,1600,4,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,30.8,36.6,32.5,37.0,44.6,41.8,19.8,28.2,26.1,380,724,147,101,119,56,11,45,68,98,130,402,10041100.0,0,826,0,14.0,162.0,329.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,13700,9400,0,79801,TWO STORY,0.0,0,0.10800000000000001,No,Residential,RI,RI,1930,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.018282,-83.727997,A.D.,6,37,1600,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.5,22.2,24.9,39.0,33.1,37.4,24.9,21.9,23.3,884,525,104,184,66,57,38,127,34,233,141,446,13587900.0,0,937,0,40.0,94.0,410.0,COPPER,LEAD
48532.0,Private,MI,Yes,100.0,12900,4350,0,86568,CAPECOD,0.0,0,0.1,No,Residential,RI,RI,1952,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.004469,-83.73452700000001,T.C.,8,48,3600,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,25.3,28.3,28.1,42.1,28.6,28.9,4.4,-1.0,7.4,169,308,37,28,37,28,0,0,0,41,18,232,3854200.0,33,416,0,25.0,59.0,214.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,18700,21938,114,13150,CAPECOD,0.0,0,0.155,No,Residential,RI,RI,1951,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.011573999999996,-83.729963,T.C.,6,38,1600,4,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,30.8,36.6,32.5,37.0,44.6,41.8,19.8,28.2,26.1,380,724,147,101,119,56,11,45,68,98,130,402,10041100.0,0,826,0,14.0,162.0,329.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,18600,16162,433,15223,ONE STORY,0.0,0,0.195,No,Residential,RI,RI,1962,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.035068,-83.638036,T.C.,4,25,2700,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.0,39.3,32.2,28.8,36.4,31.7,-1.0,43.5,43.5,93,988,105,85,93,85,12,0,59,42,81,316,11207400.0,0,747,0,50.0,153.0,298.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,0,328,0,41766,ONE STORY,0.0,0,0.096,No,Residential,RI,RI,1968,N,A2,Green Innovation,GI-1,Poor,Poor, ,43.067372,-83.69954489999998,Other,1,3,400,2,5,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,45.5,56.7,50.2,-1.0,-1.0,-1.0,45.5,56.7,50.2,308,0,28,40,0,0,28,40,4,44,66,88,,0,147,0,12.0,148.0,93.0,COPPER,LEAD
48505.0,Private,MI,Yes,100.0,3500,384,0,25541,ONE STORY,0.0,0,0.133,No,Residential,RI,RI,1952,N,A2,Green Innovation,GI-1,Fair,Good, ,43.0687531,-83.69718540000002,Other,1,3,400,2,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,45.5,56.7,50.2,-1.0,-1.0,-1.0,45.5,56.7,50.2,308,0,28,40,0,0,28,40,4,44,66,88,,0,147,0,12.0,148.0,93.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,10200,1692,0,63097,ONE STORY,0.0,0,0.308,No,Residential,RI,RI,1960,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.057071,-83.72523699999998,T.C.,2,8,500,2,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.4,23.6,32.0,-1.0,-1.0,-1.0,37.4,23.6,32.0,953,0,28,137,0,0,28,137,38,112,207,139,-1.0,24,399,0,3.0,79.0,237.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,0,1350,0,15555,CAPECOD,0.0,0,0.114,No,Residential,RI,RI,1949,N,A2,Green Neighborhood,GN-1,Good,Fair, ,43.044897999999996,-83.692661,Other,2,26,900,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,46.3,52.2,50.7,51.5,48.5,49.0,41.5,54.2,48.4,921,105,132,60,19,8,113,52,10,84,183,181,881600.0,24,474,0,2.0,218.0,310.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,17700,19584,0,121017,CAPECOD,0.0,0,0.138,No,Residential,RI,RI,1949,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.023534999999995,-83.661772,Dar,7,44,3000,1,1,0,0.0,0.0,JAN2016,1.0,0.0,1.0,1.0,0.0,None,50.4,48.7,50.0,50.4,51.1,50.6,55.4,47.5,55.0,141,556,171,31,138,19,33,12,34,18,119,284,21489300.0,2,647,2,21.0,21.0,354.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,15400,3000,253,27570,ONE STORY,0.0,0,0.138,No,Residential,RI,RI,1965,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.072713,-83.72622899999998,T.C.,1,1,100,1,1,0,0.0,0.0,JAN2016,0.0,0.0,1.0,1.0,0.0,None,33.5,30.8,33.0,-1.0,-1.0,-1.0,34.1,30.8,32.8,1210,6,30,191,0,0,30,191,13,174,233,254,,0,459,0,10.0,338.0,262.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,13800,1078,0,26586,TWO STORY,0.0,0,0.213,No,Residential,RI,RI,1924,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.030594,-83.70717499999998,Other,5,28,1400,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,38.5,25.3,32.6,32.1,50.3,41.1,50.8,21.4,40.3,289,101,47,53,24,4,23,40,22,41,50,92,1225600.0,0,189,0,12.0,72.0,93.0,GALVANIZED,LEAD
48504.0,Private,MI,Yes,100.0,0,750,0,13037,ONE STORY,0.0,0,0.115,No,Residential,RI,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.042733,-83.72927299999998,A.D.,2,12,900,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,Copper,40.8,46.3,44.4,59.5,52.6,59.2,35.6,44.6,41.9,630,64,125,75,23,0,102,75,10,31,82,227,1839300.0,9,415,0,5.0,149.0,164.0,COPPER,COPPER
48504.0,Private,MI,No,0.0,0,3130,0,20459,ONE STORY,0.0,0,0.18,No,Residential,RI,RI,1967,Y,A2,Traditional Neighborhood,TN-2,Fair,Fair, ,43.071796899999995,-83.725447,T.C.,1,1,100,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,33.5,30.8,33.0,-1.0,-1.0,-1.0,34.1,30.8,32.8,1210,6,30,191,0,0,30,191,13,174,233,254,,0,459,0,10.0,338.0,262.0,COPPER,COPPER
48507.0,Private,MI,Yes,100.0,14500,14667,0,14292,CAPECOD,0.0,0,0.122,No,Residential,RI,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.985734,-83.70045440000001,Other,8,54,13500,4,1,0,0.0,0.0,FEB2016,7.0,0.0,1.0,1.0,0.0,None,26.9,33.7,30.5,34.3,52.2,34.5,26.7,25.9,26.7,682,341,84,142,19,37,47,105,11,145,236,225,5859200.0,0,468,0,,,,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,0,750,159,42391,ONE STORY,0.0,0,0.115,Yes,Residential,RI,RI,1929,Y,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.03051199999999,-83.72105400000002,Other,6,35,1200,4,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,24.8,31.8,31.3,-1.0,-1.0,68.3,24.6,31.9,31.2,661,40,50,89,0,0,50,89,0,38,77,160,1534200.0,0,301,0,14.0,114.0,207.0,COPPER,LEAD
48507.0,Private,MI,Yes,100.0,11100,4366,0,98816,CAPECOD,0.0,0,0.174,No,Residential,RI,RI,1948,N,B,Traditional Neighborhood,TN-2,Good,Good, ,42.984146,-83.680752,Mueller,9,60,3500,1,1,0,0.0,0.0,JAN2016,0.0,0.0,1.0,1.0,0.0,None,36.7,36.2,36.5,40.8,40.6,40.7,16.0,26.4,26.2,230,944,128,72,128,37,0,35,27,64,100,393,21564600.0,26,867,0,27.0,112.0,274.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,8400,822,0,13281,ONE STORY,0.0,0,0.138,No,Residential,RI,RI,1910,N,B,Green Neighborhood,GN-1,Good,Good, ,43.028040000000004,-83.677002,T.C.,7,43,2600,1,0,0,0.0,0.0,FEB2016,0.0,0.0,1.0,1.0,0.0,Galvanized,52.9,43.3,49.6,53.3,43.5,49.6,-1.0,-1.0,-1.0,0,300,48,24,48,24,0,0,8,9,65,111,5102000.0,0,280,0,51.0,147.0,82.0,GALVANIZED,LEAD
48532.0,Private,MI,No,0.0,0,7000,0,7537,ONE STORY,0.0,0,0.11,No,Residential,RI,RI,1923,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.001288,-83.7343439,Other,8,48,3600,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,46.3,54.9,54.1,46.2,54.9,54.0,-1.0,-1.0,-1.0,36,810,204,40,204,24,0,16,49,11,187,179,15375000.0,0,314,0,15.0,76.0,326.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,4100,438,0,32243,ONE STORY,0.0,0,0.11,No,Residential,RI,RI,1919,N,B,Green Neighborhood,GN-1,Good,Good, ,43.039012,-83.69934599999998,T.C.,5,27,1100,3,11,0,0.0,0.0,MAR2016,43.0,0.0,10.0,1.0,1.0,Copper,36.3,30.2,34.6,-1.0,-1.0,-1.0,36.4,30.2,34.8,428,0,22,23,0,0,22,23,0,10,117,54,-1.0,0,143,0,12.0,121.0,150.0,GALVANIZED,LEAD
48506.0,Private,MI,Yes,100.0,0,3375,0,99689,ONE STORY,0.0,0,0.10300000000000001,No,Residential,RI,RI,1971,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.035346999999994,-83.648048,Dar,4,25,2700,3,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.0,39.3,32.2,28.8,36.4,31.7,-1.0,43.5,43.5,93,988,105,85,93,85,12,0,59,42,81,316,11207400.0,0,747,0,50.0,153.0,298.0,COPPER,COPPER
48504.0,Private,MI,No,0.0,0,680,479,15871,CAPECOD,0.0,0,0.092,No,Residential,RI,RI,1950,Y,A2,Green Neighborhood,GN-1,Fair,Good, ,43.047779999999996,-83.720789,Other,2,10,700,5,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,40.5,27.7,37.1,-1.0,-1.0,-1.0,40.3,27.7,33.9,524,12,0,113,0,0,0,113,0,81,47,159,,0,281,0,5.0,124.0,112.0,COPPER,COPPER
48507.0,Private,MI,Yes,100.0,8700,3000,0,44330,ONE STORY,0.0,0,0.092,No,Residential,RI,RI,1928,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.989533,-83.699338,A.D.,8,54,13500,1,5,0,0.0,0.0,JAN2016,22.0,0.0,1.0,1.0,0.0,None,23.6,42.6,42.2,45.1,42.3,42.6,17.9,68.0,23.9,283,271,96,52,37,25,59,27,90,53,143,115,3447800.0,0,395,0,,,,COPPER,LEAD
48503.0,Private,MI,Yes,100.0,6600,737,220,12950,TWO STORY,0.0,0,0.209,No,Residential,RI,RI,1912,N,C1,Green Neighborhood,GN-2, ,Good, ,43.0043999,-83.692459,T.C.,5,55,2800,3,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,30.4,36.9,32.5,30.7,34.2,31.9,18.4,72.0,23.2,105,411,12,24,12,2,0,22,6,47,72,185,4398400.0,0,582,0,6.0,139.0,38.0,GALVANIZED,LEAD
48507.0,Private,MI,No,0.0,0,3000,0,64659,ONE STORY,0.0,0,0.092,Yes,Residential,RI,RI,1965,N,A2,Neighborhood Center,NC,Good,Good, ,42.98885,-83.69453399999998,Other,8,54,13500,1,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,Copper,23.6,42.6,42.2,45.1,42.3,42.6,17.9,68.0,23.9,283,271,96,52,37,25,59,27,90,53,143,115,3447800.0,0,395,0,,,,GALVANIZED,LEAD
48505.0,Private,MI,Yes,100.0,9600,802,0,51295,ONE STORY,0.0,0,0.129,No,Residential,RI,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.066815999999996,-83.71662099999998,T.C.,1,4,300,3,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,30.2,30.6,30.3,-1.0,-1.0,-1.0,30.2,30.6,30.3,919,0,50,118,0,0,50,118,0,66,181,57,-1.0,0,400,0,0.0,85.0,210.0,COPPER,COPPER
48506.0,Private,MI,No,0.0,0,2712,0,40257,ONE STORY,0.0,0,0.155,Yes,Residential,RI,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.031898999999996,-83.644554,T.C.,4,25,2700,4,1,0,0.0,0.0,JAN2016,0.0,0.0,1.0,1.0,0.0,None,49.0,41.9,42.8,53.9,42.5,48.5,23.3,-1.0,12.3,102,453,79,36,79,0,0,36,21,68,78,221,9672200.0,0,507,0,42.0,122.0,193.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,16100,2800,0,69449,ONE STORY,0.0,0,0.161,No,Residential,RI,RI,1952,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.047331,-83.729428,A.D.,2,10,700,4,1,0,0.0,0.0,MAR2016,0.0,0.0,1.0,1.0,0.0,None,19.7,34.2,30.3,10.5,-1.0,11.0,35.1,30.6,30.7,754,114,107,90,29,0,69,90,72,22,54,193,,0,452,0,3.0,86.0,98.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,0,1640,0,46566,TWO STORY,0.0,0,0.096,No,Residential,RI,RI,0,N,B,Green Neighborhood,GN-2,Good,Fair, ,43.03110299999999,-83.666718,Dar,4,43,2600,3,5,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,43.8,32.7,43.1,44.4,43.4,43.9,25.3,6.7,8.0,140,809,86,97,86,78,0,19,0,79,72,277,9299000.0,38,568,0,71.0,159.0,199.0,COPPER,LEAD
48503.0,Private,MI,Yes,100.0,16100,9000,0,23132,TWO STORY,0.0,0,0.10300000000000001,No,Residential,RI,RI,1965,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.008934,-83.646681,Other,7,47,3100,2,1,0,0.0,0.0,JUN2016,0.0,0.0,1.0,1.0,0.0,None,53.2,46.2,49.4,47.5,46.6,47.2,55.5,47.7,51.4,770,160,120,191,29,17,82,145,36,107,194,275,1063400.0,6,639,0,15.0,167.0,138.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,0,4125,0,60044,CAPECOD,0.0,0,0.126,No,Residential,RI,RI,1931,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.034919,-83.647425,Dar,4,25,2700,3,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.0,39.3,32.2,28.8,36.4,31.7,-1.0,43.5,43.5,93,988,105,85,93,85,12,0,59,42,81,316,11207400.0,0,747,0,50.0,153.0,298.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,14500,1610,0,21232,TWO STORY,0.0,0,0.073,No,Residential,RI,RI,1910,N,B,Mixed Residential,MR-1,Good,Fair, ,43.017656,-83.681781,Mueller,7,42,2900,1,11,0,0.0,0.0,JAN2016,0.0,0.0,1.0,1.0,0.0,None,46.2,58.7,47.7,47.7,62.1,55.2,27.7,58.2,27.8,279,442,89,58,69,31,20,27,7,22,195,374,11493000.0,8,573,0,15.0,393.0,55.0,GALVANIZED,GALVANIZED
