Property Zip Code,Owner Type,Owner State,Homestead,Homestead Percent,HomeSEV,Land Value,Land Improvements Value,Residential Building Value,Residential Building Style,Commercial Building Value,Building Storeys,Parcel Acres,Rental,Use Type,Prop Class,Old Prop class,Year Built,USPS Vacancy,Zoning,Future Landuse,DRAFT Zone,Housing Condition 2012,Housing Condition 2014,Commercial Condition 2013,Latitude,Longitude,Hydrant Type,Ward,PRECINCT,CENTRACT,CENBLOCK,SL_Type,SL_Type2,Ed_July,Ed_March,Last_Test,Max_Lead,Med_Lead,Num_Tests,Res_Test,Sen_Test,SL_private_inspection,B_median_age_all_women,B_median_age_all_men,B_median_age_all,B_median_age_all_women_white,B_median_age_all_men_white,B_median_age_all_white,B_median_age_all_women_black,B_median_age_all_men_black,B_median_age_all_black,B_total_black_pop,B_total_white_pop,B_married_couples,B_single_women,B_married_couples_white,B_single_women_white,B_married_couples_black,B_single_women_black,B_married_couples_w_children,B_single_mothers_w_children,B_households_w_elderly,B_househod_no_elderly,B_aggregate_income,B_speak_spanish,B_speak_only_english,B_no_english,B_hispanic_household,B_imputed_rent,B_imputed_value,sl_private_type,sl_public_type
48505.0,Private,MI,Yes,100.0,0,1212,0,71695,CAPECOD,0.0,0,0.187,No,Residential,RI,RI,1948,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.058438,-83.710638,A.D.,1,6,600,1,1,0,0.0,0.0,JAN2016,0.0,0.0,1.0,1.0,0.0,None,46.7,47.5,47.1,-1.0,-1.0,71.6,46.2,47.2,46.4,320,29,44,31,10,0,34,31,0,0,69,79,,0,328,0,24.0,124.0,142.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,9300,1066,0,64926,CAPECOD,0.0,0,0.125,No,Residential,RI,RI,1946,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.027122999999996,-83.658029,T.C.,7,44,2600,5,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,41.7,43.6,43.3,43.7,48.0,47.6,20.5,11.9,15.3,103,427,54,25,54,15,0,10,25,37,89,232,7730600.0,74,539,0,26.0,97.0,282.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,7000,760,0,33116,ONE STORY,0.0,0,0.115,No,Residential,RI,RI,1923,N,B,Green Neighborhood,GN-1,Good,Good, ,43.054459,-83.700502,Other,1,6,600,3,0,0,0.0,0.0,JUL2016,2.0,0.0,1.0,1.0,0.0,None,34.3,46.5,35.8,-1.0,-1.0,-1.0,35.0,46.9,46.1,698,11,36,75,0,0,36,63,25,48,91,131,,0,280,0,11.0,157.0,202.0,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,16300,5477,0,24596,ONE STORY,0.0,0,0.275,No,Residential,RI,RI,1958,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.00608,-83.66105,T.C.,7,46,3200,3,1,0,0.0,0.0,JUL2016,7.0,0.0,6.0,1.0,0.0,None,51.4,44.7,46.8,-1.0,-1.0,46.3,51.9,42.5,51.3,354,125,25,61,0,0,20,61,35,41,172,145,,0,284,0,1.0,50.0,241.0,COPPER,COPPER
48504.0,Private,MI,No,0.0,0,1177,0,52503,ONE STORY,0.0,0,0.18,Yes,Residential,RI,RI,1956,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.057609,-83.726878,T.C.,2,8,500,2,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.4,23.6,32.0,-1.0,-1.0,-1.0,37.4,23.6,32.0,953,0,28,137,0,0,28,137,38,112,207,139,-1.0,24,399,0,3.0,79.0,237.0,COPPER,COPPER
48507.0,Private,MI,Yes,100.0,17200,18000,0,16438,CAPECOD,0.0,0,0.19399999999999998,No,Residential,RI,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,42.985200299999995,-83.7010816,Mueller,8,53,13500,4,1,0,0.0,0.0,FEB2016,6.0,0.0,2.0,1.0,0.0,None,26.9,33.7,30.5,34.3,52.2,34.5,26.7,25.9,26.7,682,341,84,142,19,37,47,105,11,145,236,225,5859200.0,0,468,0,,,,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,19000,23811,325,11961,ONE STORY,0.0,0,0.168,No,Residential,RI,RI,1947,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.011719899999996,-83.72788790000001,T.C.,6,38,1600,5,1,0,0.0,0.0,MAR2016,8.0,0.0,8.0,1.0,1.0,None,42.9,44.9,44.8,54.7,55.3,55.0,51.1,44.5,45.0,279,302,135,35,63,15,72,0,65,17,76,307,6076400.0,37,344,0,18.0,152.0,234.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,3300,326,0,21564,ONE STORY,0.0,0,0.096,No,Residential,RI,RI,1950,N,A2,Green Innovation,GI-1,Good,Good, ,43.0709459,-83.69881889999998,A.D.,1,3,200,4,1,0,0.0,0.0,MAR2016,0.0,0.0,9.0,1.0,1.0,Copper,41.4,29.9,32.0,-1.0,-1.0,-1.0,53.5,29.9,46.1,347,7,22,54,0,0,9,54,0,17,41,77,-1.0,0,245,0,22.0,139.0,98.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,22000,20397,0,23603,ONE STORY,0.0,0,0.231,No,Residential,RI,RI,1962,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.006082899999996,-83.636027,T.C.,7,47,3100,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,43.6,53.5,48.0,-1.0,-1.0,-1.0,43.6,53.3,47.9,1135,9,126,138,0,0,126,138,11,74,221,258,-1.0,0,510,0,9.0,132.0,157.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,23300,18709,989,26973,ONE STORY,0.0,0,0.159,No,Residential,RI,RI,1967,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.006901,-83.63564199999998,T.C.,7,47,3100,1,1,0,0.0,0.0,SEP2016,8.0,0.0,11.0,1.0,0.0,None,43.6,53.5,48.0,-1.0,-1.0,-1.0,43.6,53.3,47.9,1135,9,126,138,0,0,126,138,11,74,221,258,-1.0,0,510,0,9.0,132.0,157.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,0,443,0,22342,TWO STORY,0.0,0,0.09,No,Residential,RI,RI,1920,N,C1,Green Neighborhood,GN-1,Fair,Poor, ,42.999913899999996,-83.67973,Dar,9,55,3800,2,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.8,28.9,29.5,30.6,33.8,31.0,22.4,1.8,22.1,291,827,61,210,51,116,10,70,20,158,125,334,6230100.0,34,622,0,33.0,185.0,105.0,GALVANIZED,LEAD
48506.0,Private,MI,Yes,100.0,8000,1575,0,64058,ONE STORY,0.0,0,0.10300000000000001,No,Residential,RI,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.043948,-83.652013,T.C.,4,21,2400,1,1,0,0.0,0.0,FEB2016,0.0,0.0,1.0,1.0,0.0,None,28.5,32.4,29.5,27.3,47.1,32.6,-1.0,12.3,15.2,171,758,105,131,105,105,0,26,0,153,78,391,12247700.0,0,825,0,40.0,105.0,278.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,0,6600,0,66303,ONE STORY,0.0,0,0.275,Yes,Residential,RI,RI,0,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.005702899999996,-83.727717,Other,8,48,3600,2,0,0,0.0,0.0,FEB2016,0.0,0.0,1.0,1.0,0.0,None,27.9,43.3,38.4,45.6,43.3,43.9,-1.0,-1.0,29.0,71,558,65,51,40,36,0,15,108,50,95,249,14237200.0,28,641,0,23.0,169.0,206.0,GALVANIZED,LEAD
48504.0,Private,MI,Yes,100.0,12200,1280,0,72611,TRI-LEVEL,0.0,0,0.147,No,Residential,RI,RI,1961,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.066377,-83.72888999999998,T.C.,1,7,300,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,34.5,39.7,36.8,-1.0,-1.0,40.6,34.1,39.6,34.8,1166,15,60,169,0,0,60,169,11,95,116,501,,0,913,0,10.0,423.0,289.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,18600,14580,0,22629,CAPECOD,0.0,0,0.151,No,Residential,RI,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.02265300000001,-83.72923999999998,T.C.,6,37,1600,1,1,0,1.0,1.0,MAR2016,0.4,0.0,2.0,0.0,0.0,Copper,37.5,22.2,24.9,39.0,33.1,37.4,24.9,21.9,23.3,884,525,104,184,66,57,38,127,34,233,141,446,13587900.0,0,937,0,40.0,94.0,410.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,9800,971,0,63370,ONE STORY,0.0,0,0.125,No,Residential,RI,RI,1956,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.05528899999999,-83.73043,T.C.,2,8,500,1,1,0,0.0,0.0,FEB2016,0.0,0.0,1.0,1.0,0.0,None,37.2,34.9,35.0,-1.0,-1.0,-1.0,37.2,34.8,34.9,763,13,94,35,7,0,87,35,57,30,115,138,,0,439,0,7.0,65.0,221.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,9100,900,0,49470,ONE STORY,0.0,0,0.115,No,Residential,RI,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.058335,-83.73078699999998,A.D.,2,8,500,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.2,34.9,35.0,-1.0,-1.0,-1.0,37.2,34.8,34.9,763,13,94,35,7,0,87,35,57,30,115,138,,0,439,0,7.0,65.0,221.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,8700,1216,0,59744,CAPECOD,0.0,0,0.18899999999999997,No,Residential,RI,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.058445,-83.709075,A.D.,1,6,600,2,1,0,0.0,0.0,FEB2016,1.0,0.0,1.0,1.0,0.0,None,53.5,35.0,50.3,-1.0,-1.0,-1.0,53.4,50.3,50.6,308,15,47,30,7,0,36,30,9,20,109,131,,20,246,0,7.0,183.0,160.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,15700,769,0,30560,ONE STORY,0.0,0,0.121,No,Residential,RI,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.062059999999995,-83.72176999999998,Other,1,7,300,2,1,0,0.0,0.0,FEB2016,2.0,0.0,1.0,1.0,0.0,None,45.1,20.6,33.5,53.5,-1.0,33.0,42.9,19.7,32.9,1021,47,111,127,0,10,111,117,68,137,140,280,,0,808,0,7.0,86.0,269.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,11100,788,0,64737,ONE STORY,0.0,0,0.127,No,Residential,RI,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.064663,-83.71448000000002,T.C.,1,4,300,3,1,0,0.0,0.0,FEB2016,0.0,0.0,1.0,1.0,0.0,None,30.2,30.6,30.3,-1.0,-1.0,-1.0,30.2,30.6,30.3,919,0,50,118,0,0,50,118,0,66,181,57,-1.0,0,400,0,0.0,85.0,210.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,14100,16592,0,9914,CAPECOD,0.0,0,0.107,No,Residential,RI,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.009895,-83.72541690000001,T.C.,6,38,1600,5,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,42.9,44.9,44.8,54.7,55.3,55.0,51.1,44.5,45.0,279,302,135,35,63,15,72,0,65,17,76,307,6076400.0,37,344,0,18.0,152.0,234.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,0,8550,0,16299,TWO STORY,0.0,0,0.10300000000000001,Yes,Residential,RI,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.036105,-83.644678,Other,4,25,2700,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,29.0,39.3,32.2,28.8,36.4,31.7,-1.0,43.5,43.5,93,988,105,85,93,85,12,0,59,42,81,316,11207400.0,0,747,0,50.0,153.0,298.0,COPPER,COPPER
48532.0,Private,MI,Yes,100.0,6400,4509,0,33328,ONE STORY,0.0,0,0.105,Yes,Residential,RI,RI,1927,Y,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.004967,-83.73700199999998,T.C.,8,48,3600,1,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,25.3,28.3,28.1,42.1,28.6,28.9,4.4,-1.0,7.4,169,308,37,28,37,28,0,0,0,41,18,232,3854200.0,33,416,0,25.0,59.0,214.0,GALVANIZED,LEAD
48505.0,Private,MI,Yes,100.0,3700,822,0,20914,ONE STORY,0.0,0,0.138,No,Residential,RI,RI,1952,N,A2,Mixed Residential,MR-1,Good,Good, ,43.0618351,-83.69638239999998,Other,1,5,400,3,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,48.3,30.6,32.3,48.4,57.9,48.9,48.3,30.4,30.7,714,49,60,127,12,0,36,127,5,106,117,124,607400.0,33,401,0,2.0,107.0,87.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,12100,904,0,19355,CAPECOD,0.0,0,0.138,No,Residential,RI,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.03894400000001,-83.73070190000001,A.D.,2,12,900,1,0,0,0.0,0.0,JAN2016,1.0,0.0,1.0,1.0,0.0,None,40.8,46.3,44.4,59.5,52.6,59.2,35.6,44.6,41.9,630,64,125,75,23,0,102,75,10,31,82,227,1839300.0,9,415,0,5.0,149.0,164.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,9600,1500,0,14674,ONE STORY,0.0,0,0.23,No,Residential,RI,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.041474,-83.730203,A.D.,2,12,900,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,Copper,40.8,46.3,44.4,59.5,52.6,59.2,35.6,44.6,41.9,630,64,125,75,23,0,102,75,10,31,82,227,1839300.0,9,415,0,5.0,149.0,164.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,12100,1430,0,22797,ONE STORY,0.0,0,0.115,Yes,Residential,RI,RI,1955,N,A2,Green Neighborhood,GN-1,Good,Fair, ,43.044428,-83.68838699999998,Other,2,26,900,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,46.3,52.2,50.7,51.5,48.5,49.0,41.5,54.2,48.4,921,105,132,60,19,8,113,52,10,84,183,181,881600.0,24,474,0,2.0,218.0,310.0,COPPER,COPPER
48505.0,Private,MI,Yes,60.0,12360,587,0,40555,TWO UNIT,0.0,0,0.105,No,Residential,RI,RI,1929,N,B,Green Neighborhood,GN-1,Fair,Structurally Deficient, ,43.049356,-83.703017,Other,3,15,800,1,0,0,0.0,0.0,FEB2016,85.0,0.0,1.0,1.0,0.0,None,32.3,52.2,38.1,2.0,-1.0,19.3,47.1,52.2,47.5,501,51,83,79,0,22,83,57,15,62,105,146,,0,385,0,7.0,221.0,209.0,LEAD,GALVANIZED
48503.0,Private,MI,Yes,100.0,9800,5039,0,65893,ONE STORY,0.0,0,0.11,No,Residential,RI,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.00131500000001,-83.733097,Other,8,48,3600,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,46.3,54.9,54.1,46.2,54.9,54.0,-1.0,-1.0,-1.0,36,810,204,40,204,24,0,16,49,11,187,179,15375000.0,0,314,0,15.0,76.0,326.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,10600,1539,647,86230,ONE STORY,0.0,0,0.243,No,Residential,RI,RI,1959,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.054857,-83.725658,T.C.,2,8,500,2,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,37.4,23.6,32.0,-1.0,-1.0,-1.0,37.4,23.6,32.0,953,0,28,137,0,0,28,137,38,112,207,139,-1.0,24,399,0,3.0,79.0,237.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,5700,420,0,9804,CAPECOD,0.0,0,0.10099999999999999,No,Residential,RI,RI,1936,N,B,Green Neighborhood,GN-1,Fair,Good, ,43.046684899999995,-83.667124,Dar,3,19,2200,1,11,0,0.0,0.0,JAN2016,2.0,0.0,1.0,1.0,0.0,None,28.0,34.7,33.3,27.5,43.0,40.2,-1.0,-1.0,31.5,39,676,44,92,44,92,0,0,0,87,55,183,2913700.0,0,295,0,106.0,136.0,168.0,COPPER,LEAD
48503.0,Private,MI,Yes,100.0,9600,2200,0,65545,ONE STORY,0.0,0,0.092,No,Residential,RI,RI,1927,N,A2,City Corridor,TN-2,Good,Good, ,43.003085,-83.7310059,Other,8,48,3600,2,0,0,0.0,0.0,FEB2016,2.0,0.0,1.0,1.0,0.0,None,27.9,43.3,38.4,45.6,43.3,43.9,-1.0,-1.0,29.0,71,558,65,51,40,36,0,15,108,50,95,249,14237200.0,28,641,0,23.0,169.0,206.0,GALVANIZED,LEAD
48504.0,Private,MI,Yes,100.0,11800,787,0,18983,CAPECOD,0.0,0,0.126,No,Residential,RI,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.043094,-83.72653199999998,T.C.,2,11,900,2,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,36.5,24.7,31.5,-1.0,50.4,51.4,33.7,24.1,29.8,993,45,64,177,17,0,47,177,30,88,102,179,,19,561,0,13.0,81.0,305.0,COPPER,COPPER
48503.0,Private,MI,Yes,70.0,6160,2068,77,11996,TWO UNIT,0.0,0,0.14800000000000002,No,Residential,RI,RI,1870,N,B,Mixed Residential,MR-1,Good,Good, ,43.016803,-83.680426,T.C.,7,42,2900,1,11,0,0.0,0.0,JUL2016,56.0,0.0,2.0,1.0,0.0,None,46.2,58.7,47.7,47.7,62.1,55.2,27.7,58.2,27.8,279,442,89,58,69,31,20,27,7,22,195,374,11493000.0,8,573,0,15.0,393.0,55.0,COPPER,LEAD
48503.0,Private,MI,Yes,100.0,48200,50312,0,262909,ONE STORY,0.0,0,0.287,No,Residential,RI,RI,1948,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.012966999999996,-83.667852,T.C.,7,42,3000,3,5,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,44.8,36.4,37.9,50.7,48.1,48.5,11.0,33.5,21.4,372,1101,233,129,196,71,24,58,102,99,283,493,33941100.0,9,972,0,24.0,85.0,195.0,COPPER,LEAD
48507.0,Private,MI,Yes,100.0,0,3375,0,71160,CAPECOD,0.0,0,0.10300000000000001,Yes,Residential,RI,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,42.996509,-83.694609,T.C.,8,54,13500,2,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,32.5,31.0,31.6,38.1,31.8,34.6,17.0,9.8,16.9,718,1477,170,322,170,151,0,171,53,221,252,506,14373600.0,0,1091,0,,,,GALVANIZED,LEAD
48503.0,Private,MI,Yes,100.0,0,1400,0,78319,CAPECOD,0.0,0,0.092,Yes,Residential,RI,RI,1949,Y,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.001607,-83.72386399999998,Dar,8,49,3600,4,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,28.1,33.6,31.6,34.7,35.1,34.8,25.4,-1.0,25.9,318,873,126,167,126,84,0,73,33,146,100,492,27821300.0,0,1038,0,16.0,99.0,435.0,COPPER,LEAD
48503.0,Private,MI,No,0.0,0,3619,0,19173,TWO UNIT,0.0,0,0.212,Yes,Residential,RI,RI,0,N,B,Mixed Residential,MR-1,Fair,Fair, ,43.01743099999999,-83.678956,T.C.,7,42,2900,1,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,46.2,58.7,47.7,47.7,62.1,55.2,27.7,58.2,27.8,279,442,89,58,69,31,20,27,7,22,195,374,11493000.0,8,573,0,15.0,393.0,55.0,COPPER,LEAD
48506.0,Private,MI,No,0.0,0,7175,0,47992,ONE STORY,0.0,0,0.233,Yes,Residential,RI,RI,1925,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.037608,-83.64639299999997,Other,4,25,2700,1,5,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,Copper,43.3,37.4,43.1,47.0,46.2,46.3,19.3,-1.0,47.8,50,532,121,40,113,40,8,0,37,11,67,268,8340800.0,1,555,0,88.0,164.0,270.0,COPPER,LEAD
48504.0,Private,MI,Yes,100.0,21000,2300,209,32935,ONE STORY,0.0,0,0.517,No,Residential,RI,RI,1949,N,A2,Green Neighborhood,GN-2,Good,Good, ,43.041106,-83.717866,Other,2,11,900,3,5,0,0.0,0.0,SEP2016,2021.0,0.0,10.0,1.0,0.0,Copper,46.3,52.2,50.7,51.5,48.5,49.0,41.5,54.2,48.4,921,105,132,60,19,8,113,52,10,84,183,181,881600.0,24,474,0,2.0,218.0,310.0,COPPER,LEAD
48506.0,Private,MI,Yes,100.0,11200,3919,0,16117,ONE STORY,0.0,0,0.10800000000000001,No,Residential,RI,RI,1941,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.048341,-83.651352,T.C.,4,21,2400,1,1,0,0.0,0.0,MAR2016,1.0,0.0,2.0,1.0,0.0,None,28.5,32.4,29.5,27.3,47.1,32.6,-1.0,12.3,15.2,171,758,105,131,105,105,0,26,0,153,78,391,12247700.0,0,825,0,40.0,105.0,278.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,9500,780,0,18215,ONE STORY,0.0,0,0.11900000000000001,No,Residential,RI,RI,1959,N,A2,Traditional Neighborhood,TN-2,Fair,Fair, ,43.070775,-83.71582099999998,T.C.,1,2,100,3,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,41.9,37.6,37.8,-1.0,-1.0,-1.0,46.4,37.6,37.9,738,0,37,99,0,0,37,95,0,77,167,147,-1.0,0,426,0,0.0,100.0,210.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,10300,967,0,66833,ONE STORY,0.0,0,0.124,No,Residential,RI,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.05643900000001,-83.72762890000001,T.C.,2,8,500,2,1,0,0.0,0.0,JAN2016,4.0,0.0,1.0,1.0,0.0,None,37.4,23.6,32.0,-1.0,-1.0,-1.0,37.4,23.6,32.0,953,0,28,137,0,0,28,137,38,112,207,139,-1.0,24,399,0,3.0,79.0,237.0,COPPER,COPPER
48505.0,Private,MI,Yes,100.0,0,846,0,10428,ONE STORY,0.0,0,0.248,No,Residential,RI,RI,1946,N,B,Green Neighborhood,GN-1,Good,Good, ,43.049746,-83.69251700000002,A.D.,3,15,2000,2,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,40.4,40.6,40.5,-1.0,-1.0,-1.0,40.4,40.6,40.5,547,2,35,64,0,0,35,64,0,0,61,116,-1.0,0,250,0,2.0,109.0,97.0,COPPER,COPPER
48506.0,Private,MI,Yes,100.0,9000,1328,0,92590,TWO UNIT,0.0,0,0.096,No,Residential,RI,RI,1966,N,A-2,Traditional Neighborhood,TN-2,Good,Good, ,43.0275914,-83.65643450000002,T.C.,4,44,2600,5,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,41.7,43.6,43.3,43.7,48.0,47.6,20.5,11.9,15.3,103,427,54,25,54,15,0,10,25,37,89,232,7730600.0,74,539,0,26.0,97.0,282.0,COPPER,COPPER
48504.0,Private,MI,Yes,100.0,0,2250,0,39193,ONE STORY,0.0,0,0.115,Yes,Residential,RI,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.021454999999996,-83.71484,Dar,6,36,1300,4,0,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,22.5,25.6,25.0,36.1,42.2,36.4,16.8,20.4,17.3,562,260,36,141,27,22,9,89,0,48,43,181,2268200.0,5,243,0,13.0,144.0,200.0,COPPER,LEAD
48506.0,Private,MI,Yes,100.0,0,4012,0,17930,TWO STORY,0.0,0,0.114,No,Residential,RI,RI,1970,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.048796,-83.65169,T.C.,4,21,2400,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,28.5,32.4,29.5,27.3,47.1,32.6,-1.0,12.3,15.2,171,758,105,131,105,105,0,26,0,153,78,391,12247700.0,0,825,0,40.0,105.0,278.0,COPPER,COPPER
48504.0,Private,TX,Yes,100.0,0,10000,0,75810,ONE STORY,0.0,0,0.115,Yes,Residential,RI,RI,1926,Y,A2,Traditional Neighborhood,TN-2,Fair,Good, ,43.013228999999995,-83.718103,A.D.,6,37,1600,3,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,32.6,20.5,26.7,34.6,20.9,29.4,20.2,19.6,20.0,46,947,90,62,90,62,0,0,10,50,176,216,23620200.0,15,845,0,40.0,47.0,313.0,GALVANIZED,LEAD
48506.0,Private,MI,Yes,100.0,3900,335,0,6620,ONE STORY,0.0,0,0.064,No,Residential,RI,RI,1925,N,B,Green Neighborhood,GN-1,Fair,Poor, ,43.038813,-83.66771700000002,A.D.,4,21,2200,3,0,0,0.0,0.0,MAR2016,1.0,0.0,9.0,1.0,1.0,Copper,31.2,34.9,34.1,31.7,34.7,34.3,-1.0,-1.0,-1.0,2,422,34,16,34,0,0,0,20,21,17,148,3478300.0,21,250,0,93.0,199.0,107.0,COPPER,LEAD
48506.0,Private,MI,No,0.0,0,7650,0,14787,ONE STORY,0.0,0,0.207,Yes,Residential,RI,RI,1936,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,43.047616,-83.652272,T.C.,4,21,2400,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,28.5,32.4,29.5,27.3,47.1,32.6,-1.0,12.3,15.2,171,758,105,131,105,105,0,26,0,153,78,391,12247700.0,0,825,0,40.0,105.0,278.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,15800,16415,901,12254,TWO STORY,0.0,0,0.113,No,Residential,RI,RI,1952,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.01003400000001,-83.72682999999998,T.C.,6,38,1600,5,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,42.9,44.9,44.8,54.7,55.3,55.0,51.1,44.5,45.0,279,302,135,35,63,15,72,0,65,17,76,307,6076400.0,37,344,0,18.0,152.0,234.0,COPPER,COPPER
48503.0,Private,MI,Yes,100.0,14300,791,0,27828,TWO STORY,0.0,0,0.154,No,Residential,RI,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.029228,-83.70831,A.D.,5,28,1400,2,11,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,38.5,25.3,32.6,32.1,50.3,41.1,50.8,21.4,40.3,289,101,47,53,24,4,23,40,22,41,50,92,1225600.0,0,189,0,12.0,72.0,93.0,GALVANIZED,LEAD
48504.0,Private,MI,Yes,100.0,0,2183,0,48793,CAPECOD,0.0,0,0.129,No,Residential,RI,RI,1956,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,43.051981,-83.72847399999998,T.C.,2,8,700,1,1,0,0.0,0.0,None,-1.0,-1.0,0.0,0.0,0.0,None,54.3,28.4,36.3,-1.0,-1.0,-1.0,53.3,28.4,32.8,420,16,42,52,0,9,42,43,4,6,83,64,-1.0,0,217,0,8.0,145.0,162.0,COPPER,COPPER
